player_id,name,matches,strike rate in all matches combined,Total Runs Scored in all matches combined,no. of fours,no. of sixes,highest runs scored in a match,Balls Played till now,no. of dot_balls,maiden_overs,run conceded,Average Economy Rate,no. of wickets,no. of balls thrown,highest wickets taken in a match,total centuries,total halfcenturies,total catches,total stumps,total direct_runouts,total indirect_runouts,total avg fp
db571b24,BS Stephenson,12,89.064,164,11,9,69,140,73,0,169,0.0,7,144,3,0,1,2,0,0,1,48.5
4167f30b,IG Holland,5,,47,4,0,39,48,66,2,87,4.35,8,120,2,0,0,0,0,0,0,82.6
93f72fdc,AK Muslar,5,44.446,28,2,0,15,66,7,0,36,0.0,0,24,0,0,0,0,3,1,0,14.6
aeb893b4,GG Banner,12,68.055,91,8,4,34,98,17,0,55,0.0,3,36,2,0,0,7,0,0,0,26.25
9853b404,ML Castillo,11,76.667,119,11,4,30,137,84,1,199,0.0,15,186,6,0,0,5,0,1,0,71.635
d504bc4c,C Brown,4,62.162,46,6,0,27,61,0,0,0,0.0,0,0,0,0,0,0,0,0,0,17.0
82340b9d,TJ Stephenson,2,140.0,7,1,0,7,5,9,0,29,7.25,2,24,2,0,0,0,0,0,0,36.0
55fedd51,KK Tillett,4,0.0,9,1,0,9,19,3,0,50,33.75,1,14,1,0,0,0,0,0,0,7.75
e93b6c95,G Singh,19,,282,21,11,65,241,80,1,107,0.0,8,134,2,0,2,8,0,0,0,46.106
ac1ddea1,Garret Banner,12,0.0,98,6,5,32,88,108,1,283,7.755,10,234,2,0,0,8,0,0,2,56.165
f0398c2f,J Matharu,5,,0,0,0,0,0,24,0,119,8.61,3,78,3,0,0,0,0,0,0,21.4
5abb0f07,TAW Patterson,3,38.333,23,2,0,16,47,1,0,31,15.5,0,12,0,0,0,0,0,0,0,6.0
7c840f73,R Pathan,12,116.303,387,41,17,107,244,2,0,24,0.0,0,12,0,1,3,0,0,0,0,59.75
7bf34437,C Pervez,3,,0,0,0,0,0,24,1,50,8.22,3,42,3,0,0,1,0,0,0,50.333
b8f1cda4,Muhammad Zaghlool,1,,0,0,0,0,0,3,0,20,10.0,0,12,0,0,0,0,0,0,0,1.0
c4ff0618,H Patel,10,70.312,182,15,1,51,191,23,0,78,7.938,2,59,2,0,1,2,0,0,0,35.5
e8637dc9,O Stewart,3,0.0,12,1,1,12,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6.667
4a8d1b14,A Ferguson,19,80.849,402,45,2,86,430,0,0,0,0.0,0,0,0,0,2,5,0,2,0,35.895
9fa5496f,R Escobar,10,,116,6,1,41,157,0,0,0,0.0,0,0,0,0,0,3,1,0,2,17.8
a1aeb715,J Hurley,4,,0,0,0,0,1,47,1,112,7.0,5,96,2,0,0,1,0,0,0,50.0
92075cdc,M Taylor,16,69.774,285,25,14,60,302,163,1,253,0.0,13,288,3,0,1,7,0,0,0,72.063
7804d401,R Davson,9,67.444,104,9,2,40,133,0,0,0,0.0,0,0,0,0,0,0,0,0,0,16.0
034d3c52,A Husain,9,,11,2,0,6,13,54,0,145,6.448,8,132,2,0,0,2,0,0,0,35.222
c674f722,GT Taylor,9,52.685,72,4,2,20,116,34,0,90,0.0,5,72,3,0,0,2,0,0,0,32.778
0d38ab25,H Fennell,21,,57,4,2,19,55,250,0,462,6.208,36,451,5,0,0,3,0,1,0,69.477
f1737607,RM Siri,4,100.655,86,7,1,31,93,0,0,0,0.0,0,0,0,0,0,2,0,0,0,35.0
a0a27cd4,J Jagroo,4,0.0,26,1,1,19,27,19,0,75,8.312,1,54,1,0,0,0,0,1,0,22.0
fc30a5b7,RP Mitchell,4,62.5,2,0,0,1,5,36,1,144,9.0,3,96,2,0,0,1,0,0,0,35.75
d953bf92,A Kirschbaum,21,79.296,210,16,3,35,240,215,1,447,6.465,21,415,3,0,0,10,0,0,1,58.286
5470418a,T Rossi,17,0.0,94,6,3,38,122,159,1,332,7.389,18,290,3,0,0,3,0,1,0,51.117
5190900f,E Haven,4,30.287,14,0,0,6,44,0,0,0,0.0,0,0,0,0,0,1,0,1,0,5.0
a268c07b,K Hinds,15,67.015,213,14,12,53,200,195,4,264,4.866,18,336,5,0,1,10,0,1,2,87.866
7f2cb055,MS Graham,4,47.153,17,1,0,8,33,33,0,84,7.75,2,66,1,0,0,0,0,0,0,29.5
6a986c7c,Bhumeshswar Jagroo,3,0.0,4,1,0,4,8,5,0,17,4.0,0,12,0,0,0,1,0,1,0,12.333
efbd35a9,LA Musiani,10,83.927,118,7,1,44,116,23,0,78,8.104,2,59,1,0,0,3,0,0,0,25.5
4ed0bf6a,PL Bruno,4,76.39,23,1,0,20,36,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6.25
9bc324b5,JR Barry,8,74.294,121,11,0,30,164,38,2,103,9.904,8,80,3,0,0,1,0,0,0,58.126
c6d1b1e4,P Baron,21,105.334,485,53,12,69,419,0,0,0,0.0,0,0,0,0,4,9,1,1,3,44.999
9c91218d,A Natubhai Ahir,18,78.746,240,17,10,51,260,135,2,253,0.0,9,273,2,0,1,11,5,2,1,55.667
2d5c6e88,Yusuf Ebrahim,15,71.582,137,8,0,23,196,50,0,201,10.91,6,129,3,0,0,4,0,1,0,27.267
c2ecd4a7,N Ahir,9,,68,2,2,23,120,35,1,153,10.393,2,90,1,0,0,4,0,0,0,22.111
424a646f,D Ahir,3,75.757,22,2,1,14,23,22,0,77,7.057,3,66,2,0,0,1,0,1,0,51.0
0697b5a1,NN Banner,9,,41,1,1,12,47,74,1,208,7.812,10,174,3,0,0,3,0,0,0,49.667
37a1766e,SP Guzman,3,70.227,21,3,0,13,29,0,0,0,0.0,0,0,0,0,0,0,0,0,0,9.0
5a42db78,Abdullah Jasat,7,96.364,35,2,2,17,29,63,0,179,7.678,7,138,2,0,0,0,0,1,0,46.715
214cf493,KB Ahir,9,86.112,14,1,1,7,17,77,0,195,8.065,9,150,3,0,0,1,0,0,0,39.556
5afc0b37,Yusuf Bhoola,3,70.13,21,3,0,18,30,0,0,0,0.0,0,0,0,0,0,2,0,0,0,16.333
40a5bcf9,M Sohel Patel,11,72.43,96,9,5,42,94,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.091
244009ae,Irfan Hafejee,15,63.455,237,25,2,41,301,134,0,340,7.638,18,282,3,0,0,2,0,1,2,72.733
97e36a0f,Mahmud Jasat,17,62.888,224,14,2,35,307,0,0,14,0.0,0,6,0,0,0,7,0,0,0,19.295
b0eaaac6,Ali Khan,17,0.0,15,1,1,14,11,142,0,558,9.059,15,373,3,0,0,3,0,0,0,35.882
6d2b9724,T Manders,22,115.063,690,63,31,84,514,0,0,0,0.0,0,0,0,0,6,12,0,2,1,61.453
04bc296f,D Sabir,21,85.095,97,7,2,20,90,80,1,176,0.0,12,174,3,0,0,14,0,1,2,33.286
679af2e2,Salman Nazar,7,,10,1,0,10,9,81,0,157,6.703,12,150,3,0,0,4,0,1,0,75.285
c83ef4d6,Sandeep Goud,12,66.08,41,2,2,12,59,23,0,94,8.862,2,67,1,0,0,3,0,0,1,15.167
056f58dd,KC Hodsoll,1,,0,0,0,0,0,9,0,20,6.67,2,18,2,0,0,1,0,0,0,69.0
d0042e16,Z Burgess,17,146.509,61,1,6,19,40,197,0,292,5.142,16,342,3,0,0,10,0,0,1,56.118
3cdab0cc,B Angeltti,6,,2,0,0,2,5,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1.333
a9a76481,TO Carmichael,2,,0,0,0,0,0,9,0,43,7.625,0,36,0,0,0,1,0,0,1,12.5
bbafa5d6,A Harris,9,,9,0,1,6,13,0,0,0,0.0,0,0,0,0,0,4,0,0,1,5.667
69649715,JT Darrell,2,,0,0,0,0,0,25,0,23,3.25,3,42,2,0,0,0,0,0,0,56.0
a8c5552f,Aslam Doria,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
a323465c,RR Joshi,7,,9,0,1,8,8,52,1,184,8.307,5,130,1,0,0,1,0,0,1,33.143
ee229588,S Movva,16,,259,19,6,37,244,0,0,0,0.0,0,0,0,0,0,11,2,0,6,33.938
74d63a44,Rizwan Mangera,1,15.38,2,0,0,2,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0
977b841a,SSJ Brooks,13,96.419,218,15,11,56,211,0,0,0,0.0,0,0,0,0,1,7,0,0,0,31.692
08a4f9ad,DC Thomas,12,67.843,51,4,2,31,54,0,0,0,0.0,0,0,0,0,0,12,2,2,1,20.417
97bdec3d,G Motie,28,,103,8,6,33,85,212,0,683,8.146,29,540,3,0,0,6,0,0,1,46.786
fa433be6,M Labuschagne,1,50.0,2,0,0,2,4,0,0,0,0.0,0,0,0,0,0,1,0,0,0,10.0
eaa76d3c,C Green,12,123.235,260,21,16,62,168,67,0,268,9.167,12,176,3,0,3,6,0,0,0,77.917
e1b9f3a9,BJ Dwarshuis,3,0.0,1,0,0,1,5,21,0,112,10.5,5,66,3,0,0,1,0,0,0,49.667
612a395c,S Singh,40,,527,62,2,54,487,2,0,8,0.0,0,6,0,0,1,25,8,3,0,29.025
60b46ad1,MO Kain,7,89.167,71,5,3,39,50,11,0,55,9.85,0,34,0,0,0,2,0,0,0,20.286
7febdb69,RM Scott,2,100.0,19,3,0,11,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,15.5
290cba17,SJ Modani,5,140.743,93,5,3,50,67,4,0,2,0.0,1,6,1,0,1,2,0,0,0,38.8
e0672ff4,RR Behera,2,0.0,16,1,0,16,27,1,0,5,0.0,0,6,0,0,0,4,0,0,0,24.5
fe5175ce,Yasir Mohammad,7,,22,0,0,16,36,35,0,162,9.18,4,114,2,0,0,3,0,1,0,27.857
b6e29ef5,VM Vaghela,2,,29,2,0,29,32,18,0,28,4.665,4,36,2,0,0,2,0,0,0,96.5
48301a4b,D la Cock,5,83.554,98,8,5,66,83,0,0,11,0.0,0,6,0,0,1,1,0,0,1,36.0
3ee0050f,PM Liyanagamage,7,,2,0,0,1,4,40,0,203,8.802,12,139,4,0,0,4,0,0,0,57.143
2318ba22,TLW Cooper,30,108.04,592,58,18,81,466,24,0,117,0.0,3,90,2,0,2,11,0,1,0,41.035
8ce2080b,TJG Pringle,20,75.238,105,4,4,35,109,154,0,425,7.025,16,384,3,0,0,6,0,0,0,41.35
d2d15439,Aayan Afzal Khan,27,86.506,135,9,1,42,155,266,1,566,5.848,33,584,3,0,0,5,0,0,1,56.444
05f96194,MA Jones,11,99.461,224,20,11,86,162,0,0,0,0.0,0,0,0,0,1,6,0,0,1,41.273
b0946605,AS Joseph,37,0.0,121,9,5,21,116,334,0,1220,9.009,53,822,5,0,0,10,0,1,1,55.946
099135ad,Aryan Lakra,8,81.966,50,3,2,19,58,14,0,46,6.89,2,42,1,0,0,2,0,0,0,21.75
5d68fe4f,Fahad Nawaz,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
9c9af282,Naseem Shah,27,,35,4,1,16,35,251,0,791,8.338,23,577,3,0,0,3,0,0,0,36.112
6843a783,Shan Masood,19,99.191,395,30,7,65,322,0,0,0,0.0,0,0,0,0,3,5,0,1,0,34.579
5791b840,Yasir Ali Chowdhury,10,105.229,120,11,5,42,83,0,0,0,0.0,0,0,0,0,0,5,0,0,0,25.8
7595b47f,Shariz Ahmad,11,120.48,38,4,0,16,32,57,0,210,8.196,8,162,2,0,0,2,0,0,0,30.091
e3fe4b49,F Hand,12,81.875,27,4,0,9,29,52,0,235,11.039,5,140,3,0,0,2,0,0,1,20.167
e7e86505,B Evans,8,101.222,41,1,1,19,40,56,0,190,8.309,6,142,2,0,0,1,0,0,0,33.625
ff3f6fc1,Mohammad Haris,6,117.742,104,6,7,31,75,0,0,0,0.0,0,0,0,0,0,3,0,0,0,35.667
cb5100f1,Ebadat Hossain,4,,0,0,0,0,0,34,0,146,9.602,7,91,3,0,0,0,0,0,0,53.75
ef07f354,B Yadav,19,118.852,91,2,8,39,81,21,0,89,0.0,1,55,1,0,0,6,0,0,0,12.685
21afb939,Shoaib Khan,25,85.692,348,33,12,57,326,0,0,0,0.0,0,0,0,0,1,10,0,0,1,26.32
f8dcfe4e,JK Mukhiya,9,,6,0,0,5,12,59,0,154,7.167,7,132,3,0,0,3,0,0,0,32.222
75c8a26b,Lokesh Bam,11,119.056,86,4,7,33,69,0,0,0,0.0,0,0,0,0,0,6,0,0,1,18.364
ac6be7ed,J Alegra,13,,168,9,4,41,192,0,0,0,0.0,0,0,0,0,0,6,0,0,0,21.539
65a29a30,Huzaifa Mohammed,23,,112,3,1,27,145,252,3,537,6.313,25,521,3,0,0,4,0,0,2,55.435
14810ee7,Kaleem Sana,27,,27,0,2,13,32,322,4,618,6.395,36,576,4,0,0,7,0,1,1,61.814
da4a1e46,M Spoors,10,78.367,269,30,6,108,224,8,0,5,0.0,1,12,1,1,2,2,0,0,1,52.999
d4e70d7c,Kapil Kumar,5,80.244,71,6,2,23,104,0,0,0,0.0,0,0,0,0,0,0,0,0,0,20.2
b978780e,G Chohan,13,,96,9,2,22,99,27,0,224,12.613,3,110,2,0,0,1,0,0,1,18.462
c46999c7,M Podosky,20,83.608,245,17,13,35,241,36,0,141,7.4,3,114,2,0,0,6,0,0,1,29.6
bec5cab9,DK Mathias,14,88.7,325,21,15,61,319,28,0,116,0.0,2,84,2,0,2,1,0,0,0,44.356
7b729851,Umer Imtiaz,31,0.0,462,37,25,72,399,0,0,0,0.0,0,0,0,0,2,15,3,0,4,32.063
ec5160d7,J Broad,9,117.535,288,26,3,62,239,25,0,94,8.472,1,69,1,0,3,4,0,0,2,61.556
37753749,Shahid Mahmood,11,,21,0,2,17,26,84,0,333,9.288,8,216,2,0,0,6,0,0,0,34.273
f208fe04,Muhammad Safdar,3,,16,2,0,8,12,0,0,0,0.0,0,0,0,0,0,4,1,0,0,24.0
9811e35e,Gulsan Jha,37,,443,27,28,55,318,169,0,531,8.189,21,422,2,0,1,10,0,2,3,44.57
df49ae91,Muzammil Shahzad,3,0.0,2,0,0,1,16,0,0,0,0.0,0,0,0,0,0,3,0,0,0,8.0
03ecfde2,Shoaib Khan,5,0.0,20,1,0,7,25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.6
aa76333b,Sikder Billah,6,,51,5,1,33,38,11,0,37,0.0,2,34,1,0,0,0,0,0,0,24.667
243a2cf1,H Isorena,3,42.86,9,1,0,6,21,0,0,0,0.0,0,0,0,0,0,1,0,0,0,5.0
e6a7c6e2,G Axtell,2,,0,0,0,0,2,22,0,42,5.96,1,42,1,0,0,3,0,0,0,42.5
23eedcd3,Shahbaz Badar,10,62.06,81,6,1,44,87,0,0,0,0.0,0,0,0,0,0,7,2,0,1,19.3
4fbc6060,S Mohan,1,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0
b878fc9a,Nestor Dhamba,1,50.0,3,0,0,3,6,6,0,12,4.0,0,18,0,0,0,0,0,0,0,15.0
8955b928,S Dhakal,6,,0,0,0,0,5,35,0,162,8.445,2,120,1,0,0,0,0,0,0,14.5
7afc806f,C Olphert,2,,0,0,0,0,0,8,0,65,12.335,0,30,0,0,0,0,0,0,0,1.0
e3a949be,D Cleaver,9,78.705,122,10,5,78,101,0,0,0,0.0,0,0,0,0,1,9,2,1,0,36.222
e38bce7a,MG Bracewell,26,96.533,259,20,11,61,196,173,1,491,0.0,28,425,3,0,2,13,0,0,0,58.231
f737ab44,S Vijay Unni,36,,206,13,4,23,232,288,1,705,6.69,36,675,4,0,0,8,0,0,2,49.944
46d037eb,Ammar Zuhdi Hazalan,3,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,2,1,0,0,8.667
d019608b,D Nath,4,71.43,15,3,0,15,11,0,0,0,0.0,0,0,0,0,0,0,1,0,2,11.75
70ced7f2,Mohammad Aadil Alam,7,145.711,90,4,6,31,63,37,0,85,0.0,5,84,2,0,0,3,0,0,0,51.715
0730a707,SI Kamea,18,,6,0,0,2,16,181,1,477,7.576,20,374,3,0,0,5,0,1,2,47.833
e28bb0b9,DO Leicher,15,,138,5,4,42,150,21,0,118,10.261,3,72,1,0,0,1,0,0,0,18.8
414d8a10,J Miyaji,30,0.0,179,2,11,29,177,332,3,587,6.201,44,583,3,0,0,6,0,0,1,70.099
526fe472,DE Martel,4,46.665,4,0,0,3,8,35,0,67,5.213,2,74,1,0,0,0,0,0,0,26.25
661e8a03,Ali Saleem,17,101.244,216,14,11,53,178,4,0,4,0.0,1,6,1,0,1,3,0,0,0,24.882
1deb4c0c,OB Nightingale,16,96.425,164,13,2,35,141,0,0,0,0.0,0,0,0,0,0,3,0,0,0,16.75
788d661c,J Trembeath-Moro,7,94.258,128,10,3,39,147,0,0,0,0.0,0,0,0,0,0,6,0,0,0,35.143
1a628a92,Mohammad Kamran,17,92.678,122,10,3,52,112,216,1,330,5.31,20,367,5,0,1,6,0,0,0,66.588
5b616bf0,LA Burns,27,109.491,130,12,2,47,115,297,2,578,5.612,44,598,5,0,0,7,0,0,0,68.556
74be2916,D Doyle-Calle,28,130.129,570,44,26,72,445,7,0,14,0.0,0,12,0,0,2,25,0,0,0,42.107
4fde9ae6,Aminullah Tanha,3,47.473,5,1,0,4,17,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2.333
ea1c36cf,B Wentzel,1,50.0,1,0,0,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0
ca673cff,Sapan Mehta,5,78.224,74,3,0,33,82,3,0,9,0.0,0,6,0,0,0,0,0,0,0,18.6
11406bad,Mohammad Asaduzzaman,7,,1,0,0,1,2,50,0,174,7.906,4,138,2,0,0,1,0,0,0,25.285
c7726eec,Atif Rasheed,14,111.733,202,10,10,43,157,32,1,63,0.0,5,53,4,0,0,4,0,0,0,39.072
fda4150a,M Brasier,2,16.665,1,0,0,1,4,7,0,56,11.5,1,29,1,0,0,0,0,0,0,11.5
926c6d3c,Abdullah Mahmood,13,,15,0,0,6,22,68,0,208,7.858,12,190,4,0,0,6,0,0,0,38.076
2a00735b,Saran Aslam,11,152.232,78,5,6,47,41,22,0,48,7.113,2,42,2,0,0,0,0,0,1,21.274
81898acc,KJ Ferrary,8,89.723,97,9,0,30,107,63,0,151,6.549,11,140,3,0,0,3,0,0,1,64.875
e57d25fa,Jaison Jerome,6,,1,0,0,1,5,27,0,186,11.417,1,96,1,0,0,1,0,0,0,6.5
83d567a4,Z Simpson,2,,0,0,0,0,0,7,0,32,11.29,2,17,2,0,0,0,0,0,0,25.5
d613f046,M Whelan,13,98.621,79,6,2,27,70,28,0,191,0.0,4,96,1,0,0,2,0,0,1,21.0
00467a76,S Bodha,29,,77,7,1,25,70,213,0,722,8.591,35,528,5,0,0,7,0,0,0,46.794
018f6488,M Gouws,13,104.445,82,5,5,37,57,60,0,243,0.0,5,158,3,0,0,1,0,0,1,26.385
dd3df124,Akramullah Malikzada,3,,0,0,0,0,0,3,0,22,0.0,1,12,1,0,0,1,0,0,0,12.0
e6082b10,BP Adapaka,12,,2,0,0,1,4,87,0,274,0.0,9,223,3,0,0,1,0,0,0,31.667
5845b99b,Ali Farasat,13,136.447,175,10,11,32,129,0,0,0,0.0,0,0,0,0,0,0,0,0,2,24.384
65cf74b4,Abhishek Ahuja,13,83.143,246,19,10,61,215,0,0,0,0.0,0,0,0,0,2,14,3,1,4,46.154
2df874e6,R Kumar,11,,42,4,1,16,28,50,0,243,11.39,3,143,2,0,0,4,0,0,0,20.637
1e43a8c8,Sukhkaran Sahi,5,,1,0,0,1,2,6,0,54,12.667,1,33,1,0,0,1,0,0,0,7.6
507dd87f,Gaurav Mishra,12,,70,3,2,24,61,85,0,244,7.583,6,198,2,0,0,5,0,0,0,32.584
6de51a8e,Ritik Tomar,20,93.964,242,19,9,38,209,66,0,272,9.86,7,186,2,0,0,12,0,0,0,37.551
24c1844e,S Chaudhary,7,,2,0,0,2,5,54,0,141,10.321,7,100,3,0,0,1,0,0,0,37.857
7f122e0b,Divyendra Singh,15,,130,14,0,38,157,0,0,0,0.0,0,0,0,0,0,11,4,1,2,22.933
e5464794,Sazib Bhuiyan,19,114.971,207,27,5,59,146,88,0,393,8.733,24,279,3,0,2,4,0,1,2,61.21
ff2b190e,Dylan Steyn,19,120.82,535,64,8,106,399,0,0,0,0.0,0,0,0,1,3,12,0,0,3,54.579
d300d274,Saim Hussain,16,132.75,577,52,25,108,385,0,0,0,0.0,0,0,0,1,5,8,1,1,4,70.938
b601c362,Gabor Torok,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,12.0
6ceec40d,Sandeep Nair,7,,0,0,0,0,0,23,0,70,0.0,2,48,2,0,0,0,0,0,0,11.286
b0f5175e,S Ramakrishnan,5,61.237,31,1,0,15,43,6,0,46,0.0,0,24,0,0,0,1,0,0,0,9.4
b8e65260,Imran Ameer,15,111.794,210,21,3,46,191,120,0,372,7.417,11,303,2,0,0,2,0,0,3,52.868
ac5a9d43,CM Rocca,2,,14,2,0,14,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,11.0
fa549641,Karthik Pillai,2,,0,0,0,0,0,6,0,48,9.75,0,30,0,0,0,0,0,0,0,2.0
ffca4a9d,SVA Karthikeyan,2,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
ee407966,Divyes Kumar,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
a2f790a8,Jitesh Patel,2,,0,0,0,0,0,15,0,60,8.585,1,42,1,0,0,0,0,0,1,27.0
f801d963,BE Johnson,1,,0,0,0,0,0,4,0,36,18.0,0,12,0,0,0,0,0,0,0,-2.0
ff1ec94d,R Klein,6,105.466,80,6,1,36,65,5,0,45,11.25,1,24,1,0,0,4,0,0,0,29.0
a319edf8,AT Nidamanuru,18,0.0,150,6,10,36,132,0,0,0,0.0,0,0,0,0,0,4,0,0,1,15.112
61fb296e,TL Chivanga,3,,0,0,0,0,0,19,0,79,12.167,0,39,0,0,0,1,0,0,0,5.667
1bd16445,VM Nyauchi,2,,1,0,0,1,3,12,0,66,9.79,3,42,3,0,0,2,0,0,0,51.0
e4f13acd,A Mene-Ejegi,13,117.107,107,10,6,32,68,120,0,273,7.295,11,226,4,0,0,5,0,1,2,55.845
869f61bc,RL Vitas,9,73.907,82,7,2,37,106,0,0,0,0.0,0,0,0,0,0,0,0,0,0,13.111
5edaa34d,B Dugic,7,,5,0,0,3,12,29,0,151,12.305,2,78,1,0,0,0,0,0,2,14.0
79e23cc5,ML Kostic,9,86.929,37,5,0,15,45,25,0,158,14.204,3,71,1,0,0,1,0,0,1,18.556
67fedcb4,Fayaz Mohammad,4,119.443,21,3,0,12,17,1,0,18,0.0,0,8,0,0,0,0,0,0,0,8.5
6483c062,A Dizija,21,80.594,457,44,16,92,398,21,0,129,0.0,2,61,1,0,4,5,0,0,0,41.334
ed5b3c76,S Nerandzic,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
72b245dd,Anamul Haque,18,109.815,396,42,11,58,346,0,0,0,0.0,0,0,0,0,1,4,1,0,1,40.222
dd98b22f,Munim Shahriar,3,68.057,13,1,0,7,19,0,0,0,0.0,0,0,0,0,0,1,0,0,0,8.333
78bb68d4,Y Cariah,2,75.0,3,0,0,2,4,15,0,43,8.875,1,36,1,0,0,0,0,0,0,21.5
d7725664,RA Reifer,3,116.305,46,1,2,27,41,5,0,60,0.0,1,30,1,0,0,0,0,0,0,31.333
9a8f01b7,W Behr,7,101.667,19,2,0,8,18,57,2,108,6.237,8,108,3,0,0,5,0,0,1,52.857
5f91b34e,Abdul Stanikzai,4,83.352,71,4,3,24,86,0,0,0,0.0,0,0,0,0,0,3,0,0,0,32.25
6ddaee2d,Abrar Bilal,8,81.967,64,3,1,19,72,0,0,0,0.0,0,0,0,0,0,15,6,1,3,38.501
f1c4f2ea,A Nathwani,15,65.239,25,1,0,7,37,126,0,363,7.562,14,294,3,0,0,1,0,0,0,37.4
5de198db,Abdullah Akbarjan,21,60.97,58,3,1,13,84,150,0,489,6.915,28,428,4,0,0,6,0,1,1,52.952
46821fbd,Shahil Momin,15,0.0,231,14,1,48,250,120,0,326,6.778,12,300,2,0,0,7,0,0,2,57.267
501fca0d,Sachin Mandy,20,79.72,65,7,1,29,72,0,0,0,0.0,0,0,0,0,0,16,11,1,3,19.65
e1824e7d,Iqbal Hossain,14,144.645,381,33,30,66,227,9,0,30,0.0,3,30,3,0,2,3,0,0,0,62.786
367f4efa,Samiallah Khalil,2,50.0,3,0,0,2,6,0,0,0,0.0,0,0,0,0,0,1,0,0,0,5.5
1ed476fe,Umar Nawaz,9,93.551,189,16,9,56,188,0,0,0,0.0,0,0,0,0,1,3,0,0,1,39.0
d7074ddc,Zaker Taqawi,13,68.066,47,2,0,17,69,119,2,299,6.798,25,267,5,0,0,2,0,0,0,75.154
5332fc2f,Hamid Mahmood,13,0.0,238,19,6,69,221,100,0,177,5.234,12,204,3,0,2,3,0,0,1,66.616
f62fa324,Tasaduq Hussain,3,25.0,2,0,0,2,6,25,0,65,7.333,2,54,1,0,0,0,0,0,0,25.667
ff1e08eb,Azam Khalil,9,117.367,98,6,4,29,82,97,1,181,5.926,9,186,3,0,0,3,0,0,0,64.0
70abbb67,Ismaeel Zia,8,60.688,54,6,0,22,68,0,0,0,0.0,0,0,0,0,0,1,2,0,1,14.25
711e73ac,Itibarshah Deedar,6,,9,1,0,5,11,35,0,141,8.57,1,102,1,0,0,2,0,0,0,14.5
1798078c,A Randhawa,17,70.479,150,7,2,28,226,0,0,0,0.0,0,0,0,0,0,4,0,0,0,11.765
97181d1b,MPS Cheema,13,91.385,78,9,0,16,92,0,0,0,0.0,0,0,0,0,0,1,0,0,1,9.077
ffbbf432,F Choudary,2,,0,0,0,0,1,6,0,31,11.25,1,18,1,0,0,0,0,0,0,15.5
ea86bc29,V Aritharan,4,201.847,77,5,7,45,39,0,0,0,0.0,0,0,0,0,0,2,0,0,0,40.75
78f719ea,IDM Latin,25,106.969,498,34,24,89,399,55,0,268,11.024,12,167,4,0,2,12,0,1,0,53.16
b3e9555a,Aziz Mohammad,8,99.801,147,10,13,72,106,40,0,172,7.107,4,132,1,0,1,0,0,1,2,56.375
2d94751e,Omid Mailk Khel,4,115.278,66,4,1,26,65,6,0,11,0.0,0,12,0,0,0,0,0,0,0,25.5
838bc6ab,A Raza,11,,145,15,8,50,105,0,0,0,0.0,0,0,0,0,1,11,1,2,3,37.545
5e0bb751,Shagharai Sefat,4,,4,0,0,4,10,38,0,114,7.125,8,96,3,0,0,2,0,0,0,74.5
46ad7e01,KJ Stagno,25,138.665,656,41,56,101,368,0,0,0,0.0,0,0,0,1,4,10,2,4,6,58.56
e4ad57ea,Ahmad Khalid Ahmadzai,4,,2,0,0,1,11,31,0,93,6.75,6,78,3,0,0,0,0,0,0,56.75
5c57229d,Muhammad Fahim,9,,18,0,1,13,28,68,0,196,8.325,3,150,1,0,0,3,0,0,1,22.778
30acd4b7,SP Gomes,7,106.645,213,22,4,82,173,0,0,0,0.0,0,0,0,0,2,5,0,0,2,57.857
61c48027,Kuldeep,13,164.272,377,35,23,80,225,0,0,0,0.0,0,0,0,0,3,13,2,0,4,66.846
e204b898,Syed Maisam Ali,9,128.41,31,1,2,18,24,64,0,145,6.03,15,139,4,0,0,2,0,0,0,62.444
1a417a09,IM Farrell,1,0.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0
705b8c5c,Mohammad Atif,6,,1,0,0,1,2,67,0,143,6.263,6,138,2,0,0,4,0,0,0,46.0
bb939fa3,Elan Talker,7,,4,0,0,4,3,58,0,152,8.072,6,120,2,0,0,1,0,0,0,33.143
