match_id,season,match_name,venue,home_team,away_team
1136589,2018,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
1136590,2018,CSK v DC,"Maharashtra Cricket Association Stadium, Pune",CSK,DC
1136591,2018,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
1136592,2018,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
1136593,2018,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
1136594,2018,PBKS v MI,"Holkar Cricket Stadium, Indore",PBKS,MI
1136595,2018,CSK v RCB,"Maharashtra Cricket Association Stadium, Pune",CSK,RCB
1136596,2018,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
1136597,2018,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
1136598,2018,PBKS v RR,"Holkar Cricket Stadium, Indore",PBKS,RR
1136599,2018,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
1136600,2018,RR v PBKS,"Sawai Mansingh Stadium, Jaipur",RR,PBKS
1136601,2018,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
1136602,2018,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
1136603,2018,RR v CSK,"Sawai Mansingh Stadium, Jaipur",RR,CSK
1136604,2018,PBKS v KKR,"Holkar Cricket Stadium, Indore",PBKS,KKR
1136605,2018,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
1136606,2018,CSK v SRH,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH
1136607,2018,MI v RR,"Wankhede Stadium, Mumbai",MI,RR
1136608,2018,PBKS v RCB,"Holkar Cricket Stadium, Indore",PBKS,RCB
1136609,2018,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
1136610,2018,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
1136611,2018,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
1136612,2018,DC v CSK,"Arun Jaitley Stadium, Delhi",DC,CSK
1136613,2018,RR v RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB
1136614,2018,SRH v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
1136615,2018,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
1136616,2018,CSK v PBKS,"Maharashtra Cricket Association Stadium, Pune",CSK,PBKS
1136617,2018,SRH v CSK,"Wankhede Stadium, Mumbai",SRH,CSK
1136618,2018,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
1136619,2018,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
1136620,2018,CSK v SRH,"Wankhede Stadium, Mumbai",CSK,SRH
1082591,2017,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
1082592,2017,RPS v MI,"Maharashtra Cricket Association Stadium, Pune",RPS,MI
1082593,2017,GL v KKR,"Saurashtra Cricket Association Stadium, Rajkot",GL,KKR
1082594,2017,PBKS v RPS,"Holkar Cricket Stadium, Indore",PBKS,RPS
1082595,2017,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
1082596,2017,SRH v GL,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,GL
1082597,2017,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
1082598,2017,PBKS v RCB,"Holkar Cricket Stadium, Indore",PBKS,RCB
1082599,2017,RPS v DC,"Maharashtra Cricket Association Stadium, Pune",RPS,DC
1082600,2017,MI v SRH,"Wankhede Stadium, Mumbai",MI,SRH
1082601,2017,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
1082602,2017,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
1082603,2017,GL v RPS,"Saurashtra Cricket Association Stadium, Rajkot",GL,RPS
1082604,2017,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
1082605,2017,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
1082606,2017,MI v GL,"Wankhede Stadium, Mumbai",MI,GL
1082607,2017,RCB v RPS,"M.Chinnaswamy Stadium, Bengaluru",RCB,RPS
1082608,2017,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
1082609,2017,SRH v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
1082610,2017,GL v RCB,"Saurashtra Cricket Association Stadium, Rajkot",GL,RCB
1082611,2017,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
1082612,2017,PBKS v MI,"Holkar Cricket Stadium, Indore",PBKS,MI
1082613,2017,KKR v GL,"Eden Gardens, Kolkata",KKR,GL
1082615,2017,RPS v SRH,"Maharashtra Cricket Association Stadium, Pune",RPS,SRH
1082614,2017,MI v DC,"Wankhede Stadium, Mumbai",MI,DC
1082616,2017,GL v PBKS,"Saurashtra Cricket Association Stadium, Rajkot",GL,PBKS
1082617,2017,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
1082618,2017,MI v RPS,"Wankhede Stadium, Mumbai",MI,RPS
1082620,2017,RPS v KKR,"Maharashtra Cricket Association Stadium, Pune",RPS,KKR
1082621,2017,RCB v GL,"M.Chinnaswamy Stadium, Bengaluru",RCB,GL
1082622,2017,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
1082623,2017,PBKS v SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
1082624,2017,RPS v RCB,"Maharashtra Cricket Association Stadium, Pune",RPS,RCB
1082625,2017,GL v MI,"Saurashtra Cricket Association Stadium, Rajkot",GL,MI
1082626,2017,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,DC
1082627,2017,SRH v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
1082628,2017,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
1082629,2017,RPS v GL,"Maharashtra Cricket Association Stadium, Pune",RPS,GL
1082630,2017,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
1082631,2017,KKR v RPS,"Eden Gardens, Kolkata",KKR,RPS
1082632,2017,DC v GL,"Arun Jaitley Stadium, Delhi",DC,GL
1082633,2017,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
1082634,2017,SRH v RPS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RPS
1082635,2017,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
1082636,2017,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
1082637,2017,PBKS v GL,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,GL
1082638,2017,SRH v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
1082639,2017,PBKS v KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR
1082640,2017,GL v DC,"Green Park, Kanpur",GL,DC
1082641,2017,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
1082642,2017,DC v RPS,"Arun Jaitley Stadium, Delhi",DC,RPS
1082643,2017,GL v SRH,"Green Park, Kanpur",GL,SRH
1082644,2017,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
1082645,2017,RPS v PBKS,"Maharashtra Cricket Association Stadium, Pune",RPS,PBKS
1082646,2017,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
1082647,2017,MI v RPS,"Wankhede Stadium, Mumbai",MI,RPS
1082648,2017,SRH v KKR,"M.Chinnaswamy Stadium, Bengaluru",SRH,KKR
1082649,2017,MI v KKR,"M.Chinnaswamy Stadium, Bengaluru",MI,KKR
1082650,2017,MI v RPS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MI,RPS
980901,2016,MI v RPS,"Wankhede Stadium, Mumbai",MI,RPS
980903,2016,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
980905,2016,PBKS v GL,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,GL
980907,2016,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
980909,2016,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
980911,2016,GL v RPS,"Saurashtra Cricket Association Stadium, Rajkot",GL,RPS
980913,2016,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
980915,2016,SRH v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
980917,2016,MI v GL,"Wankhede Stadium, Mumbai",MI,GL
980919,2016,PBKS v RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RPS
980921,2016,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
980923,2016,SRH v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
980925,2016,PBKS v KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR
980927,2016,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
980929,2016,GL v SRH,"Saurashtra Cricket Association Stadium, Rajkot",GL,SRH
980931,2016,RPS v RCB,"Maharashtra Cricket Association Stadium, Pune",RPS,RCB
980933,2016,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
980935,2016,SRH v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
980937,2016,GL v RCB,"Saurashtra Cricket Association Stadium, Rajkot",GL,RCB
980939,2016,RPS v KKR,"Maharashtra Cricket Association Stadium, Pune",RPS,KKR
980941,2016,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
980943,2016,SRH v RPS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RPS
980945,2016,DC v GL,"Arun Jaitley Stadium, Delhi",DC,GL
980947,2016,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
980949,2016,RPS v GL,"Maharashtra Cricket Association Stadium, Pune",RPS,GL
980951,2016,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
980953,2016,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
980955,2016,GL v PBKS,"Saurashtra Cricket Association Stadium, Rajkot",GL,PBKS
980957,2016,RPS v MI,"Maharashtra Cricket Association Stadium, Pune",RPS,MI
980959,2016,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
980961,2016,GL v DC,"Saurashtra Cricket Association Stadium, Rajkot",GL,DC
980963,2016,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
980965,2016,DC v RPS,"Arun Jaitley Stadium, Delhi",DC,RPS
980967,2016,SRH v GL,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,GL
980969,2016,RCB v RPS,"M.Chinnaswamy Stadium, Bengaluru",RCB,RPS
980971,2016,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,DC
980973,2016,MI v SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MI,SRH
980975,2016,KKR v GL,"Eden Gardens, Kolkata",KKR,GL
980977,2016,PBKS v RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RCB
980979,2016,RPS v SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",RPS,SRH
980981,2016,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
980983,2016,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
980985,2016,MI v PBKS,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MI,PBKS
980987,2016,RCB v GL,"M.Chinnaswamy Stadium, Bengaluru",RCB,GL
980989,2016,KKR v RPS,"Eden Gardens, Kolkata",KKR,RPS
980991,2016,PBKS v SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
980993,2016,MI v DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MI,DC
980995,2016,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
980997,2016,RPS v DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",RPS,DC
980999,2016,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
981001,2016,GL v KKR,"Green Park, Kanpur",GL,KKR
981003,2016,DC v SRH,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,SRH
981005,2016,RPS v PBKS,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",RPS,PBKS
981007,2016,GL v MI,"Green Park, Kanpur",GL,MI
981009,2016,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
981011,2016,DC v RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,RCB
981013,2016,RCB v GL,"M.Chinnaswamy Stadium, Bengaluru",RCB,GL
981015,2016,KKR v SRH,"Arun Jaitley Stadium, Delhi",KKR,SRH
981017,2016,GL v SRH,"Arun Jaitley Stadium, Delhi",GL,SRH
981019,2016,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
829705,2015,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
829707,2015,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC
829709,2015,PBKS v RR,"Maharashtra Cricket Association Stadium, Pune",PBKS,RR
829711,2015,CSK v SRH,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH
829713,2015,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
829715,2015,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
829717,2015,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
829719,2015,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
829721,2015,RR v MI,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,MI
829725,2015,PBKS v DC,"Maharashtra Cricket Association Stadium, Pune",PBKS,DC
829727,2015,SRH v RR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",SRH,RR
829729,2015,MI v CSK,"Wankhede Stadium, Mumbai",MI,CSK
829731,2015,SRH v DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",SRH,DC
829733,2015,PBKS v KKR,"Maharashtra Cricket Association Stadium, Pune",PBKS,KKR
829735,2015,RR v CSK,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,CSK
829737,2015,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
829739,2015,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
829741,2015,RR v PBKS,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,PBKS
829743,2015,SRH v KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",SRH,KKR
829745,2015,RCB v CSK,"M.Chinnaswamy Stadium, Bengaluru",RCB,CSK
829747,2015,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
829749,2015,RR v RCB,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,RCB
829751,2015,MI v SRH,"Wankhede Stadium, Mumbai",MI,SRH
829753,2015,CSK v PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PBKS
829757,2015,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
829759,2015,PBKS v SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
829765,2015,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
829763,2015,RCB v RR,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR
829723,2015,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
829767,2015,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
829769,2015,MI v RR,"Wankhede Stadium, Mumbai",MI,RR
829771,2015,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
829773,2015,SRH v CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,CSK
829775,2015,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
829777,2015,RR v DC,"Brabourne Stadium, Mumbai",RR,DC
829779,2015,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
829781,2015,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
829783,2015,MI v DC,"Wankhede Stadium, Mumbai",MI,DC
829785,2015,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
829787,2015,RR v SRH,"Brabourne Stadium, Mumbai",RR,SRH
829761,2015,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
829789,2015,CSK v MI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,MI
829791,2015,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
829793,2015,DC v SRH,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,SRH
829795,2015,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
829797,2015,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
829799,2015,SRH v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
829801,2015,DC v CSK,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,CSK
829803,2015,PBKS v RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RCB
829805,2015,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
829807,2015,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
829809,2015,PBKS v CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,CSK
829811,2015,RR v KKR,"Brabourne Stadium, Mumbai",RR,KKR
829813,2015,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
829815,2015,SRH v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
829817,2015,CSK v MI,"Wankhede Stadium, Mumbai",CSK,MI
829819,2015,RR v RCB,"Maharashtra Cricket Association Stadium, Pune",RR,RCB
829821,2015,CSK v RCB,"JSCA International Stadium Complex, Ranchi",CSK,RCB
829823,2015,CSK v MI,"Eden Gardens, Kolkata",CSK,MI
729279,2014,MI v KKR,"Sheikh Zayed Stadium, Abu Dhabi",MI,KKR
729281,2014,DC v RCB,Sharjah Cricket Stadium,DC,RCB
729283,2014,CSK v PBKS,"Sheikh Zayed Stadium, Abu Dhabi",CSK,PBKS
729285,2014,SRH v RR,"Sheikh Zayed Stadium, Abu Dhabi",SRH,RR
729287,2014,RCB v MI,Dubai International Cricket Stadium,RCB,MI
729289,2014,KKR v DC,Dubai International Cricket Stadium,KKR,DC
729291,2014,RR v PBKS,Sharjah Cricket Stadium,RR,PBKS
729293,2014,CSK v DC,"Sheikh Zayed Stadium, Abu Dhabi",CSK,DC
729295,2014,PBKS v SRH,Sharjah Cricket Stadium,PBKS,SRH
729297,2014,RR v CSK,Dubai International Cricket Stadium,RR,CSK
729299,2014,RCB v KKR,Sharjah Cricket Stadium,RCB,KKR
729301,2014,SRH v DC,Dubai International Cricket Stadium,SRH,DC
729303,2014,CSK v MI,Dubai International Cricket Stadium,CSK,MI
729305,2014,RR v RCB,"Sheikh Zayed Stadium, Abu Dhabi",RR,RCB
729307,2014,KKR v PBKS,"Sheikh Zayed Stadium, Abu Dhabi",KKR,PBKS
729309,2014,DC v MI,Sharjah Cricket Stadium,DC,MI
729311,2014,SRH v CSK,Sharjah Cricket Stadium,SRH,CSK
729313,2014,PBKS v RCB,Dubai International Cricket Stadium,PBKS,RCB
729315,2014,KKR v RR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,RR
729317,2014,MI v SRH,Dubai International Cricket Stadium,MI,SRH
733971,2014,CSK v KKR,"JSCA International Stadium Complex, Ranchi",CSK,KKR
733973,2014,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
733975,2014,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
733977,2014,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
733979,2014,RR v KKR,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,KKR
733981,2014,DC v CSK,"Arun Jaitley Stadium, Delhi",DC,CSK
733983,2014,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
733985,2014,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
733987,2014,PBKS v CSK,"Barabati Stadium, Cuttack",PBKS,CSK
733989,2014,RR v SRH,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,SRH
733991,2014,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
733993,2014,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
733995,2014,MI v CSK,"Wankhede Stadium, Mumbai",MI,CSK
733997,2014,PBKS v KKR,"Barabati Stadium, Cuttack",PBKS,KKR
733999,2014,RCB v RR,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR
734001,2014,SRH v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
734003,2014,CSK v RR,"JSCA International Stadium Complex, Ranchi",CSK,RR
734005,2014,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
734007,2014,SRH v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
734009,2014,KKR v MI,"Barabati Stadium, Cuttack",KKR,MI
734011,2014,RR v DC,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,DC
734013,2014,CSK v RCB,"JSCA International Stadium Complex, Ranchi",CSK,RCB
734015,2014,SRH v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
734017,2014,RR v MI,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,MI
734019,2014,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
734021,2014,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
734023,2014,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
734025,2014,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
734027,2014,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
734029,2014,CSK v SRH,"JSCA International Stadium Complex, Ranchi",CSK,SRH
734031,2014,MI v DC,"Wankhede Stadium, Mumbai",MI,DC
734033,2014,PBKS v RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RR
734035,2014,RCB v CSK,"M.Chinnaswamy Stadium, Bengaluru",RCB,CSK
734037,2014,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
734039,2014,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,DC
734041,2014,MI v RR,"Wankhede Stadium, Mumbai",MI,RR
734043,2014,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
734045,2014,MI v CSK,"Brabourne Stadium, Mumbai",MI,CSK
734047,2014,CSK v PBKS,"Wankhede Stadium, Mumbai",CSK,PBKS
734049,2014,PBKS v KKR,"M.Chinnaswamy Stadium, Bengaluru",PBKS,KKR
597998,2013,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
597999,2013,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
598000,2013,SRH v PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PWI
598001,2013,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
598002,2013,CSK v MI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,MI
598003,2013,PWI v PBKS,"Maharashtra Cricket Association Stadium, Pune",PWI,PBKS
598004,2013,SRH v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
598005,2013,RR v KKR,"Sawai Mansingh Stadium, Jaipur",RR,KKR
598048,2013,RCB v SRH,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
598006,2013,MI v DC,"Wankhede Stadium, Mumbai",MI,DC
598007,2013,PBKS v CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,CSK
598008,2013,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
598009,2013,PWI v RR,"Maharashtra Cricket Association Stadium, Pune",PWI,RR
598010,2013,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
598011,2013,MI v PWI,"Wankhede Stadium, Mumbai",MI,PWI
598012,2013,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
598013,2013,KKR v SRH,"Eden Gardens, Kolkata",KKR,SRH
598014,2013,RR v PBKS,"Sawai Mansingh Stadium, Jaipur",RR,PBKS
598015,2013,CSK v PWI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PWI
598016,2013,PBKS v KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR
598017,2013,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
598018,2013,PWI v SRH,"Maharashtra Cricket Association Stadium, Pune",PWI,SRH
598019,2013,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
598020,2013,DC v CSK,"Arun Jaitley Stadium, Delhi",DC,CSK
598021,2013,SRH v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
598022,2013,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
598023,2013,RCB v RR,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR
598024,2013,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
598025,2013,PBKS v PWI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,PWI
598026,2013,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
598027,2013,RCB v PWI,"M.Chinnaswamy Stadium, Bengaluru",RCB,PWI
598059,2013,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
598029,2013,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
598030,2013,CSK v SRH,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH
598031,2013,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
598032,2013,RR v SRH,"Sawai Mansingh Stadium, Jaipur",RR,SRH
598033,2013,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
598034,2013,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
598035,2013,DC v PWI,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,PWI
598036,2013,RR v RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB
598037,2013,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
598038,2013,PWI v CSK,"Maharashtra Cricket Association Stadium, Pune",PWI,CSK
598039,2013,SRH v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
598040,2013,DC v KKR,"Shaheed Veer Narayan Singh International Stadium, Raipur",DC,KKR
598041,2013,CSK v PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PBKS
598042,2013,PWI v RCB,"Maharashtra Cricket Association Stadium, Pune",PWI,RCB
598043,2013,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
598044,2013,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
598046,2013,MI v CSK,"Wankhede Stadium, Mumbai",MI,CSK
