match_id,season,match_name,venue,home_team,away_team
336025,2008,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
336024,2008,DC v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
336026,2008,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
336027,2008,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
336028,2008,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
336029,2008,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
336031,2008,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
336033,2008,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
336032,2008,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
336002,2008,DC v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
336035,2008,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
336036,2008,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
336037,2008,DC v CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,CSK
336012,2008,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
336019,2008,PBKS v RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RR
336038,2008,DC v RR,"Wankhede Stadium, Mumbai",DC,RR
336039,2008,CSK v PBKS,"Wankhede Stadium, Mumbai",CSK,PBKS
336040,2008,CSK v RR,"Dr DY Patil Sports Academy, Mumbai",CSK,RR
