season,match_id,match_name,home_team,away_team,venue,batting_innings,bowling_innings,fullName,Starting_11,Batting_FP,Bowling_FP,Fielding_FP,Total_FP,Dream Team,Captain,Vice Captain
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Chris Lynn,4,129,0,0,133,1,1,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Gautam Gambhir,4,100,0,0,104,1,0,1
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Kuldeep Yadav,4,0,60,0,64,1,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Piyush Chawla,4,0,25,0,29,1,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Trent Boult,4,0,23,0,27,1,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Suryakumar Yadav,4,0,0,16,20,1,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Yusuf Pathan,4,0,0,8,12,0,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Sunil Narine,4,0,0,0,4,0,0,0
2017,1082593,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2,1,Chris Woakes,4,0,-4,0,0,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Hardik Pandya,4,54,25,0,83,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Jos Buttler,4,57,0,0,61,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Nitish Rana,4,43,0,8,55,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Tim Southee,4,9,25,8,46,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Kieron Pollard,4,36,0,0,40,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Parthiv Patel,4,25,0,0,29,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Mitchell McClenaghan,4,0,25,0,29,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Rohit Sharma,4,3,0,8,15,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Ambati Rayudu,4,10,0,0,14,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Krunal Pandya,4,3,-2,0,5,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1,2,Jasprit Bumrah,4,0,0,0,4,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Steven Smith,4,109,0,0,113,1,1,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Imran Tahir,4,0,105,0,109,1,0,1
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Ajinkya Rahane,4,86,0,0,90,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Rajat Bhatia,4,0,64,8,76,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Ben Stokes,4,26,25,0,55,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,MS Dhoni,4,13,0,14,31,1,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Adam Zampa,4,0,25,0,29,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Mayank Agarwal,4,7,0,8,19,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Ashok Dinda,4,0,-6,6,4,0,0,0
2017,1082592,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",2,1,Deepak Chahar,4,0,-2,0,2,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Yuvraj Singh,4,89,0,16,109,1,1,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Moises Henriques,4,69,-2,16,87,1,0,1
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Rashid Khan,4,0,58,0,62,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Ashish Nehra,4,0,56,0,60,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Bhuvneshwar Kumar,4,0,52,0,56,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Shikhar Dhawan,4,49,0,0,53,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Deepak Hooda,4,20,25,0,49,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,David Warner,4,18,0,16,38,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Ben Cutting,4,20,0,12,36,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Bipul Sharma,4,0,25,0,29,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,substitute_fielder,4,0,0,12,16,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Chris Gayle,4,48,0,0,52,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Kedar Jadhav,4,47,0,0,51,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Tymal Mills,4,8,33,0,45,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Travis Head,4,39,0,0,43,1,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Mandeep Singh,4,31,0,8,43,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Stuart Binny,4,13,25,0,42,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Yuzvendra Chahal,4,3,29,0,36,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Aniket Choudhary,4,8,19,0,31,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Shane Watson,4,25,-6,0,23,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Sachin Baby,4,1,0,16,21,0,0,0
2017,1082591,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Sreenath Aravind,4,0,-4,0,0,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Ben Cutting,4,60,58,0,122,1,1,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,David Warner,4,97,0,0,101,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Yuvraj Singh,4,54,0,0,58,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Bipul Sharma,4,6,25,8,43,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Shikhar Dhawan,4,33,0,0,37,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Barinder Sran,4,0,27,0,31,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Naman Ojha,4,8,0,18,30,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Mustafizur Rahman,4,0,25,0,29,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Moises Henriques,4,4,-6,16,18,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Deepak Hooda,4,3,0,6,13,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1,2,Bhuvneshwar Kumar,4,1,2,0,7,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Chris Gayle,4,110,0,0,114,1,0,1
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Chris Jordan,4,3,75,8,90,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Virat Kohli,4,75,0,8,87,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Sreenath Aravind,4,0,50,0,54,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Yuzvendra Chahal,4,0,25,16,45,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Sachin Baby,4,27,0,0,31,1,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Shane Watson,4,13,-6,20,31,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Iqbal Abdulla,4,5,0,8,17,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,KL Rahul,4,12,0,0,16,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,Stuart Binny,4,11,0,0,15,0,0,0
2016,981019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2,1,AB de Villiers,4,5,0,0,9,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Dwayne Bravo,4,30,58,0,92,1,0,1
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Aaron Finch,4,73,0,0,77,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Shivil Kaushik,4,0,54,0,58,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Brendon McCullum,4,41,0,12,57,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Dinesh Karthik,4,34,0,8,46,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Dwayne Smith,4,1,19,8,32,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Ravindra Jadeja,4,20,0,8,32,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Eklavya Dwivedi,4,6,0,8,18,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Dhawal Kulkarni,4,3,0,0,7,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Suresh Raina,4,1,0,0,5,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1,2,Praveen Kumar,4,0,0,0,4,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,David Warner,4,122,0,0,126,1,1,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Ben Cutting,4,9,60,0,73,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Bipul Sharma,4,39,27,0,70,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Bhuvneshwar Kumar,4,0,52,8,64,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Trent Boult,4,0,33,20,57,1,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Moises Henriques,4,13,0,0,17,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Naman Ojha,4,12,0,0,16,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Yuvraj Singh,4,7,0,0,11,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Shikhar Dhawan,4,-2,0,8,10,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Deepak Hooda,4,4,0,0,8,0,0,0
2016,981017,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",2,1,Barinder Sran,4,0,0,0,4,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Moises Henriques,4,42,54,8,108,1,0,1
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Bhuvneshwar Kumar,4,1,93,8,106,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Yuvraj Singh,4,60,0,12,76,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Deepak Hooda,4,29,0,8,41,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Ben Cutting,4,-2,31,8,41,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,David Warner,4,31,0,0,35,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Barinder Sran,4,0,25,0,29,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Shikhar Dhawan,4,12,0,8,24,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Bipul Sharma,4,18,0,0,22,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,substitute_fielder,4,0,0,8,12,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Naman Ojha,4,7,0,0,11,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",1,2,Mustafizur Rahman,4,0,2,0,6,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Kuldeep Yadav,4,0,95,12,111,1,1,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Jason Holder,4,7,58,0,69,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Morne Morkel,4,0,58,0,62,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Manish Pandey,4,44,0,8,56,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Gautam Gambhir,4,32,0,0,36,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Robin Uthappa,4,12,0,20,36,1,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Suryakumar Yadav,4,30,0,0,34,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Colin Munro,4,17,0,0,21,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Rajagopal Sathish,4,8,0,0,12,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Yusuf Pathan,4,2,4,0,10,0,0,0
2016,981015,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2,1,Sunil Narine,4,1,0,0,5,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Dhawal Kulkarni,4,12,142,0,158,1,1,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Dwayne Smith,4,104,0,16,124,1,0,1
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Ravindra Jadeja,4,3,62,0,69,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Dinesh Karthik,4,28,0,0,32,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Eklavya Dwivedi,4,24,0,0,28,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Dwayne Bravo,4,9,0,0,13,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Aaron Finch,4,5,0,0,9,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Shadab Jakati,4,1,-6,8,7,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Brendon McCullum,4,1,0,0,5,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Praveen Kumar,4,1,0,0,5,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1,2,Suresh Raina,4,1,0,0,5,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Shane Watson,4,1,116,0,121,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,AB de Villiers,4,106,0,8,118,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Iqbal Abdulla,4,44,50,0,98,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Chris Jordan,4,0,68,0,72,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Chris Gayle,4,11,0,16,31,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Stuart Binny,4,27,0,0,31,1,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Yuzvendra Chahal,4,0,23,0,27,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Virat Kohli,4,-2,0,16,18,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Sreenath Aravind,4,0,6,8,18,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,KL Rahul,4,-2,0,6,8,0,0,0
2016,981013,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2,1,Sachin Baby,4,-2,0,6,8,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Quinton de Kock,4,75,0,0,79,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Chris Morris,4,32,31,0,67,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Carlos Brathwaite,4,1,37,0,42,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Pawan Negi,4,2,27,0,33,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Zaheer Khan,4,0,25,0,29,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Sanju Samson,4,22,0,0,26,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Karun Nair,4,13,0,0,17,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Jayant Yadav,4,5,0,8,17,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Sam Billings,4,4,0,8,16,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Rishabh Pant,4,1,0,0,5,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1,2,Amit Mishra,4,0,0,0,4,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Yuzvendra Chahal,4,0,79,6,89,1,1,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Virat Kohli,4,68,0,8,80,1,0,1
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,KL Rahul,4,52,0,22,78,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Chris Gayle,4,1,54,8,67,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Chris Jordan,4,0,29,8,41,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Sreenath Aravind,4,0,27,0,31,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Shane Watson,4,16,2,8,30,1,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Stuart Binny,4,20,0,0,24,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,AB de Villiers,4,7,0,8,19,0,0,0
2016,981011,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,1,Iqbal Abdulla,4,0,2,0,6,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Sunil Narine,4,0,97,0,101,1,1,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Yusuf Pathan,4,71,0,0,75,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Manish Pandey,4,64,0,0,68,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Kuldeep Yadav,4,0,52,6,62,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Robin Uthappa,4,31,0,8,43,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Shakib Al Hasan,4,7,25,6,42,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Ankit Rajpoot,4,0,27,0,31,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Colin Munro,4,12,0,8,24,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Gautam Gambhir,4,17,0,0,21,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,substitute_fielder,4,0,0,16,20,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Suryakumar Yadav,4,7,0,8,19,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1,2,Jason Holder,4,3,2,0,9,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Shikhar Dhawan,4,73,0,0,77,1,0,1
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Bhuvneshwar Kumar,4,6,50,0,60,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Deepak Hooda,4,2,50,0,56,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Moises Henriques,4,12,2,16,34,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Naman Ojha,4,14,0,16,34,1,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Yuvraj Singh,4,28,0,0,32,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Barinder Sran,4,2,25,0,31,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Mustafizur Rahman,4,0,25,0,29,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Kane Williamson,4,7,0,16,27,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,David Warner,4,21,0,0,25,0,0,0
2016,981009,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2,1,Karn Sharma,4,8,-6,0,6,0,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Nitish Rana,4,99,0,0,103,1,0,1
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Vinay Kumar,4,1,74,0,79,1,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Jos Buttler,4,40,0,16,60,1,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Rohit Sharma,4,48,0,0,52,1,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Harbhajan Singh,4,3,33,0,40,1,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Jasprit Bumrah,4,0,23,0,27,0,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Kieron Pollard,4,11,0,0,15,0,0,0
2016,981007,GL v MI,GL,MI,"Green Park, Kanpur",1,2,Martin Guptill,4,8,0,0,12,0,0,0
