_id,Player Occupation,Total Runs Scored in all matches combined,strike rate in all matches combined,no. of fours/ no. of balls played,no. of sixes/ no. of balls played,highest runs scored in a match,Balls Played till now,no. of dot_balls/ no. of balls played,maiden_overs/ floor(overs played),run conceded/ no. of balls played,Average Economy Rate,no. of wickets/ no. of balls played,highest wickets taken in a match,total_centuries,total_halfcenturies
15851,0,20,68.96551724137932,0.06896551724137931,0.0,20,29,0.6551724137931034,0.0,0.0,0.0,0.0,0,0,0
9235,2,168,143.5897435897436,0.19658119658119658,0.03418803418803419,71,117,0.3504273504273504,0.0,1.4761904761904763,5.0,0.07142857142857142,2,0,2
9587,0,395,133.89830508474577,0.15593220338983052,0.023728813559322035,56,295,0.3152542372881356,0.0,0.0,0.0,0.0,0,0,3
6259,0,159,151.42857142857142,0.1619047619047619,0.05714285714285714,75,105,0.3904761904761905,0.0,0.0,0.0,0.0,0,0,2
4175,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
5966,2,25,227.27272727272728,0.18181818181818182,0.18181818181818182,25,11,0.2727272727272727,0.0,1.0625,5.0,0.041666666666666664,1,0,0
9801,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12020,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.125,5.0,0.075,2,0,0
2119,0,437,142.34527687296418,0.14006514657980457,0.05863192182410423,93,307,0.3745928338762215,0.0,0.0,0.0,0.0,0,0,4
6256,0,590,126.06837606837607,0.1346153846153846,0.03205128205128205,88,468,0.36538461538461536,0.0,0.0,0.0,0.0,0,0,5
9989,1,0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,5.0,0.13636363636363635,2,0,0
8821,0,379,138.82783882783883,0.17216117216117216,0.029304029304029304,71,273,0.34798534798534797,0.0,0.0,0.0,0.0,0,0,4
45592,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4680851063829787,5.0,0.07446808510638298,2,0,0
51453,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2041,1,0,0.0,0.0,0.0,0,0,0.0,0.014084507042253521,0.9061032863849765,5.0,0.07276995305164319,3,0,0
7781,2,1121,178.78787878787878,0.20893141945773525,0.07496012759170653,119,627,0.2822966507177033,0.0,1.75,5.0,0.08333333333333333,1,1,10
7630,0,199,110.55555555555556,0.10555555555555556,0.011111111111111112,42,180,0.36666666666666664,0.0,0.0,0.0,0.0,0,0,0
4380,2,20,166.66666666666669,0.25,0.08333333333333333,20,12,0.5,0.0,0.9375,5.0,0.07291666666666667,3,0,0
11374,2,28,155.55555555555557,0.1111111111111111,0.1111111111111111,28,18,0.3888888888888889,0.0,1.2272727272727273,5.0,0.09090909090909091,2,0,0
12402,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2101,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3055555555555556,5.0,0.1388888888888889,4,0,0
54936,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7632,0,49,116.66666666666667,0.16666666666666666,0.0,34,42,0.4523809523809524,0.0,0.0,0.0,0.0,0,0,0
3329,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
47252,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51109,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2000,2,34,103.03030303030303,0.09090909090909091,0.0,34,33,0.30303030303030304,0.0,1.1300813008130082,5.0,0.08536585365853659,4,0,0
9815,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.07035175879397,5.0,0.10050251256281408,4,0,0
17850,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1988,2,216,211.76470588235296,0.18627450980392157,0.17647058823529413,114,102,0.37254901960784315,0.0,1.0625,5.0,0.08333333333333333,2,1,2
7447,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48349,0,29,152.63157894736844,0.15789473684210525,0.10526315789473684,29,19,0.5263157894736842,0.0,0.0,0.0,0.0,0,0,0
47308,2,134,163.41463414634146,0.14634146341463414,0.07317073170731707,45,82,0.2804878048780488,0.0,1.0909090909090908,5.0,0.09090909090909091,3,0,0
2228,2,22,104.76190476190477,0.09523809523809523,0.047619047619047616,22,21,0.47619047619047616,0.0,0.6666666666666666,5.0,0.08333333333333333,2,0,0
7700,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2120,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
44930,0,405,149.44649446494464,0.1033210332103321,0.07380073800738007,81,271,0.3025830258302583,0.0,0.0,0.0,0.0,0,0,3
4176,0,862,164.81835564053537,0.17782026768642448,0.08795411089866156,109,523,0.3881453154875717,0.0,0.0,0.0,0.0,0,1,9
8163,2,286,152.12765957446808,0.12234042553191489,0.0851063829787234,71,188,0.32978723404255317,0.0,1.9166666666666667,5.0,0.16666666666666666,2,0,2
3317,0,111,132.14285714285714,0.15476190476190477,0.023809523809523808,52,84,0.2976190476190476,0.0,0.0,0.0,0.0,0,0,1
4382,2,228,142.5,0.125,0.05,53,160,0.31875,0.0,0.9285714285714286,5.0,0.11904761904761904,3,0,1
9570,2,36,87.8048780487805,0.07317073170731707,0.024390243902439025,36,41,0.4634146341463415,0.0,1.3333333333333333,5.0,0.125,3,0,0
7634,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8040,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.25,5.0,0.041666666666666664,1,0,0
2166,1,0,0.0,0.0,0.0,0,0,0.0,0.06666666666666667,0.8444444444444444,5.0,0.1,3,0,0
47123,1,0,0.0,0.0,0.0,0,0,0.0,0.02631578947368421,1.043859649122807,5.0,0.07894736842105263,4,0,0
48431,1,0,0.0,0.0,0.0,0,0,0.0,0.013513513513513514,1.1905829596412556,5.0,0.08071748878923767,3,0,0
9257,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48249,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1527777777777777,5.0,0.08333333333333333,2,0,0
6315,0,646,139.22413793103448,0.15948275862068967,0.03017241379310345,110,464,0.3125,0.0,0.0,0.0,0.0,0,1,6
49005,0,120,160.0,0.16,0.09333333333333334,56,75,0.41333333333333333,0.0,0.0,0.0,0.0,0,0,1
4169,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1666666666666667,5.0,0.125,3,0,0
8270,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
19627,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.625,5.0,0.08333333333333333,2,0,0
48373,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3709677419354838,5.0,0.06451612903225806,2,0,0
52946,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
46688,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.7777777777777777,5.0,0.05555555555555555,1,0,0
10406,0,263,106.47773279352226,0.13360323886639677,0.008097165991902834,71,247,0.41700404858299595,0.0,0.0,0.0,0.0,0,0,1
6405,0,31,106.89655172413792,0.13793103448275862,0.034482758620689655,31,29,0.5172413793103449,0.0,0.0,0.0,0.0,0,0,0
47184,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1666666666666667,5.0,0.08333333333333333,2,0,0
1973,1,0,0.0,0.0,0.0,0,0,0.0,0.02857142857142857,0.8199052132701422,5.0,0.08530805687203792,5,0,0
48128,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0138888888888888,5.0,0.1111111111111111,3,0,0
55402,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
5413,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3333333333333333,5.0,0.041666666666666664,1,0,0
15739,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12018,0,48,120.0,0.15,0.025,48,40,0.375,0.0,0.0,0.0,0.0,0,0,0
9505,2,214,160.90225563909775,0.12030075187969924,0.08270676691729323,73,133,0.24060150375939848,0.0,1.314102564102564,5.0,0.08333333333333333,3,0,2
54479,0,58,145.0,0.125,0.075,35,40,0.325,0.0,0.0,0.0,0.0,0,0,0
11271,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2604166666666667,5.0,0.08333333333333333,2,0,0
2347,0,293,117.67068273092369,0.10441767068273092,0.040160642570281124,69,249,0.42570281124497994,0.0,0.0,0.0,0.0,0,0,3
7723,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12106,0,104,116.85393258426966,0.16853932584269662,0.011235955056179775,44,89,0.4606741573033708,0.0,0.0,0.0,0.0,0,0,0
11647,0,24,126.3157894736842,0.2631578947368421,0.0,24,19,0.5263157894736842,0.0,0.0,0.0,0.0,0,0,0
6253,2,577,139.3719806763285,0.12077294685990338,0.05555555555555555,73,414,0.34299516908212563,0.0,1.1923076923076923,5.0,0.10256410256410256,3,0,5
44908,1,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,1.4285714285714286,5.0,0.09523809523809523,2,0,0
2121,0,121,137.5,0.18181818181818182,0.022727272727272728,45,88,0.375,0.0,0.0,0.0,0.0,0,0,0
7528,2,40,173.91304347826087,0.2608695652173913,0.043478260869565216,40,23,0.34782608695652173,0.0,1.8333333333333333,5.0,0.08333333333333333,1,0,0
4073,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8197,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49361,2,67,136.73469387755102,0.10204081632653061,0.061224489795918366,37,49,0.30612244897959184,0.0,1.5833333333333333,5.0,0.08333333333333333,1,0,0
50809,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
19596,0,34,121.42857142857142,0.14285714285714285,0.03571428571428571,34,28,0.4642857142857143,0.0,0.0,0.0,0.0,0,0,0
12928,0,112,116.66666666666667,0.14583333333333334,0.020833333333333332,45,96,0.4895833333333333,0.0,0.0,0.0,0.0,0,0,0
51479,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5416666666666667,5.0,0.041666666666666664,1,0,0
10557,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12810,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8814,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48520,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
9022,1,0,0.0,0.0,0.0,0,0,0.0,0.02564102564102564,1.0510638297872341,5.0,0.1276595744680851,5,0,0
7786,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
10421,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7979,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7708,0,97,142.64705882352942,0.17647058823529413,0.014705882352941176,57,68,0.3088235294117647,0.0,0.0,0.0,0.0,0,0,1
1934,0,942,123.78449408672797,0.15111695137976347,0.013140604467805518,74,761,0.3495400788436268,0.0,0.0,0.0,0.0,0,0,6
6769,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2916666666666667,5.0,0.08333333333333333,2,0,0
7419,0,380,133.80281690140845,0.1619718309859155,0.035211267605633804,71,284,0.397887323943662,0.0,0.0,0.0,0.0,0,0,4
49092,0,134,109.8360655737705,0.05737704918032787,0.05737704918032787,34,122,0.45081967213114754,0.0,0.0,0.0,0.0,0,0,0
5649,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3333333333333333,5.0,0.16666666666666666,4,0,0
10671,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0833333333333333,5.0,0.1111111111111111,2,0,0
10439,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
54389,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5,5.0,0.08333333333333333,1,0,0
7668,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
45159,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49330,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
6343,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
52541,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50377,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8055555555555556,5.0,0.05555555555555555,2,0,0
4271,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
15267,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0666666666666667,5.0,0.13333333333333333,2,0,0
44946,2,212,140.3973509933775,0.1456953642384106,0.046357615894039736,73,151,0.3443708609271523,0.0,1.75,5.0,0.08333333333333333,1,0,2
8107,0,489,149.54128440366972,0.12538226299694188,0.0764525993883792,103,327,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,3
7549,0,11,73.33333333333333,0.0,0.06666666666666667,11,15,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0
59324,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8611111111111112,5.0,0.1388888888888889,3,0,0
47695,1,0,0.0,0.0,0.0,0,0,0.0,0.2,0.6,5.0,0.06666666666666667,1,0,0
11930,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.7916666666666666,5.0,0.08333333333333333,2,0,0
44691,2,163,134.71074380165288,0.08264462809917356,0.06611570247933884,84,121,0.30578512396694213,0.0,1.1428571428571428,5.0,0.09523809523809523,3,0,1
46695,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.84,5.0,0.08,1,0,0
48879,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8333333333333334,5.0,0.10416666666666667,3,0,0
59325,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3529411764705883,5.0,0.07352941176470588,2,0,0
45774,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.125,5.0,0.08333333333333333,2,0,0
49318,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
45617,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7793,0,249,151.82926829268294,0.1951219512195122,0.054878048780487805,120,164,0.38414634146341464,0.0,0.0,0.0,0.0,0,1,2
48571,0,28,90.32258064516128,0.12903225806451613,0.0,28,31,0.4838709677419355,0.0,0.0,0.0,0.0,0,0,0
49042,0,36,156.52173913043478,0.17391304347826086,0.0,36,23,0.08695652173913043,0.0,0.0,0.0,0.0,0,0,0
8077,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50409,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1666666666666667,5.0,0.11904761904761904,4,0,0
9925,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
53565,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0714285714285714,5.0,0.09523809523809523,2,0,0
48744,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
47391,2,32,152.38095238095238,0.047619047619047616,0.14285714285714285,32,21,0.5238095238095238,0.058823529411764705,0.9439252336448598,5.0,0.08411214953271028,3,0,0
6354,0,32,91.42857142857143,0.08571428571428572,0.0,32,35,0.45714285714285713,0.0,0.0,0.0,0.0,0,0,0
12084,2,200,127.38853503184713,0.10191082802547771,0.050955414012738856,78,157,0.3885350318471338,0.0,0.5833333333333334,5.0,0.08333333333333333,2,0,2
53581,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.0,0.1111111111111111,2,0,0
7221,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8114,0,39,121.875,0.1875,0.0,39,32,0.4375,0.0,0.0,0.0,0.0,0,0,0
8399,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
47207,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3333333333333333,5.0,0.05555555555555555,1,0,0
12601,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.119047619047619,5.0,0.11904761904761904,3,0,0
48269,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8095238095238095,5.0,0.09523809523809523,3,0,0
47289,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0904761904761904,5.0,0.0761904761904762,3,0,0
35384,0,56,100.0,0.10714285714285714,0.017857142857142856,34,56,0.44642857142857145,0.0,0.0,0.0,0.0,0,0,0
53314,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48253,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
13029,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
10401,2,211,124.85207100591715,0.11834319526627218,0.01775147928994083,67,169,0.33136094674556216,0.0,0.8421052631578947,5.0,0.07017543859649122,2,0,1
24672,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
58340,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
58265,1,0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,5.0,0.16666666666666666,1,0,0
9253,2,33,106.4516129032258,0.0,0.03225806451612903,33,31,0.22580645161290322,0.0,1.369047619047619,5.0,0.08333333333333333,2,0,0
53582,2,46,176.9230769230769,0.15384615384615385,0.07692307692307693,23,26,0.19230769230769232,0.0,1.2777777777777777,5.0,0.16666666666666666,2,0,0
7540,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0833333333333333,5.0,0.08333333333333333,2,0,0
24667,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51158,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7642,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
17752,0,70,132.0754716981132,0.16981132075471697,0.018867924528301886,45,53,0.32075471698113206,0.0,0.0,0.0,0.0,0,0,0
6377,0,76,180.95238095238096,0.11904761904761904,0.11904761904761904,76,42,0.2857142857142857,0.0,0.0,0.0,0.0,0,0,1
7519,2,45,115.38461538461537,0.07692307692307693,0.02564102564102564,27,39,0.358974358974359,0.0,0.9166666666666666,5.0,0.08333333333333333,1,0,0
45890,2,28,87.5,0.03125,0.0,28,32,0.25,0.0,1.6666666666666667,5.0,0.05555555555555555,1,0,0
15732,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0972222222222223,5.0,0.08333333333333333,3,0,0
8021,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12619,0,41,141.3793103448276,0.06896551724137931,0.06896551724137931,41,29,0.20689655172413793,0.0,0.0,0.0,0.0,0,0,0
10485,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
17780,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.011111111111111,5.0,0.08888888888888889,3,0,0
11920,0,366,136.56716417910448,0.1417910447761194,0.048507462686567165,92,268,0.3656716417910448,0.0,0.0,0.0,0.0,0,0,3
7133,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
6335,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.6666666666666666,5.0,0.16666666666666666,3,0,0
53548,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
10280,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1666666666666667,5.0,0.0625,2,0,0
10787,0,128,170.66666666666669,0.30666666666666664,0.02666666666666667,83,75,0.37333333333333335,0.0,0.0,0.0,0.0,0,0,1
2066,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
44876,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50886,0,33,122.22222222222223,0.14814814814814814,0.037037037037037035,33,27,0.4444444444444444,0.0,0.0,0.0,0.0,0,0,0
8161,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4814814814814814,5.0,0.09259259259259259,2,0,0
9982,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12400,0,28,103.7037037037037,0.07407407407407407,0.0,28,27,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0
8539,0,37,176.19047619047618,0.09523809523809523,0.09523809523809523,37,21,0.14285714285714285,0.0,0.0,0.0,0.0,0,0,0
50810,1,0,0.0,0.0,0.0,0,0,0.0,0.02564102564102564,1.2136752136752136,5.0,0.06837606837606838,3,0,0
48863,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.125,5.0,0.08333333333333333,2,0,0
49193,2,81,137.28813559322032,0.1016949152542373,0.06779661016949153,36,59,0.3559322033898305,0.0,1.3333333333333333,5.0,0.07692307692307693,3,0,0
53754,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49034,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2314,2,51,121.42857142857142,0.023809523809523808,0.07142857142857142,51,42,0.30952380952380953,0.0,0.7916666666666666,5.0,0.08333333333333333,2,0,1
9946,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49403,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
45487,1,0,0.0,0.0,0.0,0,0,0.0,0.045454545454545456,0.9197080291970803,5.0,0.0948905109489051,4,0,0
51187,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.75,5.0,0.08333333333333333,1,0,0
49314,0,30,166.66666666666669,0.1111111111111111,0.05555555555555555,30,18,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,0
48998,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7128,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48263,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49750,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7575,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
12548,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
54137,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
36039,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.875,5.0,0.125,1,0,0
11385,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1666666666666667,5.0,0.0625,2,0,0
58116,2,81,117.3913043478261,0.043478260869565216,0.057971014492753624,34,69,0.3188405797101449,0.0,0.5,5.0,0.16666666666666666,1,0,0
8807,1,0,0.0,0.0,0.0,0,0,0.0,0.2,1.1333333333333333,5.0,0.1,2,0,0
61334,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
61988,0,101,108.6021505376344,0.10752688172043011,0.021505376344086023,41,93,0.43010752688172044,0.0,0.0,0.0,0.0,0,0,0
35344,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
9639,0,102,107.36842105263158,0.08421052631578947,0.021052631578947368,45,95,0.35789473684210527,0.0,0.0,0.0,0.0,0,0,0
10562,1,0,0.0,0.0,0.0,0,0,0.0,0.125,1.0416666666666667,5.0,0.08333333333333333,3,0,0
47186,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
15813,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
61489,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0602409638554218,5.0,0.12048192771084337,4,0,0
45358,0,80,137.93103448275863,0.1206896551724138,0.05172413793103448,42,58,0.27586206896551724,0.0,0.0,0.0,0.0,0,0,0
4130,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
57148,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
34747,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8726,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
6426,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
44814,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.9523809523809523,5.0,0.09523809523809523,2,0,0
10386,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
46591,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
46206,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8333333333333334,5.0,0.16666666666666666,2,0,0
12036,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8241,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51196,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.6666666666666667,5.0,0.16666666666666666,3,0,0
47065,0,66,165.0,0.25,0.05,51,40,0.425,0.0,0.0,0.0,0.0,0,0,1
11830,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
26889,0,23,88.46153846153845,0.07692307692307693,0.0,23,26,0.46153846153846156,0.0,0.0,0.0,0.0,0,0,0
60529,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48381,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2666666666666666,5.0,0.13333333333333333,3,0,0
21588,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
8989,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
55401,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2857142857142858,5.0,0.07142857142857142,2,0,0
47340,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
56415,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51220,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.0,0.16666666666666666,1,0,0
7432,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48359,0,50,142.85714285714286,0.17142857142857143,0.08571428571428572,50,35,0.5142857142857142,0.0,0.0,0.0,0.0,0,0,1
59394,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.375,5.0,0.10416666666666667,3,0,0
58185,2,26,216.66666666666666,0.25,0.08333333333333333,26,12,0.25,0.0,1.1354166666666667,5.0,0.10416666666666667,4,0,0
57609,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
